OBJECTID,PROJECT_NUMBER,SEGMENT_NUMBER,LINE_TYPE,LINE_TYPE_DESC,PHYSICAL_PIPE_LENGTH,STATUS,APPLICATION_DETERMINATION_NUM,ACTIVITY_APPROVAL_DATE,ACTIVITY_CANCEL_DATE,LEGACY_OGC_FILE_NUMBER,PROPONENT,AUTHORITY_TYPE,DATA_SOURCE,SHAPELEN
292244,000007025,11,GA,Gathering,124.41,Active,100019988,2017-09-13T00:00:00.000Z,,,Enerplus Corporation,OGAA,GPSND,124.279834411299
292245,000007025,12,GA,Gathering,124.41,New,100019988,2017-09-13T00:00:00.000Z,,,Enerplus Corporation,OGAA,GPSND,124.279944054059
292246,000007029,2,FL,Flow,4904.44,Active,100019989,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,4904.44491035158
292247,000007034,1,FL,Flow,5043.34,Active,100020075,1997-01-22T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,5040.10249266958
292248,000007052,1,FL,Flow,134.79,Active,100020164,1997-02-03T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,134.790014498879
292249,000007237,8,GA,Gathering,3109,Active,100020681,1997-05-20T00:00:00.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,GPSD,2967.89226230057
292250,000007289,12,FG,Fuel Gas,1955,New,100020905,2016-10-18T10:29:25.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,GPSD,1953.38611629645
292251,000007331,1,GA,Gathering,4677,Active,100020972,1997-08-21T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,SNK,4127.98911674803
292252,000007331,2,GA,Gathering,4283,Active,100020972,1997-08-21T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,SNK,4223.00415401649
292253,000007482,1,IN,Injection,1310.6,Active,100021882,1997-12-30T00:00:00.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,GPSD,1314.00645840027
292254,000007513,1,GA,Gathering,2992.47,Active,100022060,1998-01-21T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,2992.46779646346
292255,000007515,1,GA,Gathering,506,Active,100022062,1998-01-21T00:00:00.000Z,,,Enerplus Corporation,OGAA,GPSND,798.856240446277
292256,000007694,3,GA,Gathering,33755,Active,100022736,1998-06-05T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,33690.0730848535
292257,000008054,5,TR,Transmission,463.09,New,100024292,2017-03-31T15:15:58.000Z,,,Plateau Pipe Line Ltd.,OGAA,GPSD,463.698856285634
292258,000008120,1,GA,Gathering,379,Active,100024455,1999-03-12T00:00:00.000Z,,,Ikkuma Resources Corp.,OGAA,GPSD,394.638536656663
292259,000008278,1,TR,Transmission,1251,Active,100024701,1999-07-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1259.83361260448
292260,000008322,5,GA,Gathering,1880.62,Active,100024770,1999-07-22T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,1883.92671930088
292261,000008831,4,GA,Gathering,1472,Active,100026956,2000-03-09T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,1499.76716495122
292262,000008831,5,GA,Gathering,1727,New,100026956,2017-11-01T14:50:34.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,1698.41557121172
292263,000008863,1,GA,Gathering,20,Active,100027140,2000-04-12T00:00:00.000Z,,,Ikkuma Resources Corp.,OGAA,GPSD,30.0620031669496
292264,000009034,7,GA,Gathering,8420,Active,100027523,2000-08-17T00:00:00.000Z,,9604803,Aduro Resources Ltd.,OGAA,SNK,8412.23283010688
292265,000009034,8,GA,Gathering,700,Active,100027523,2016-12-13T14:54:11.000Z,,,Aduro Resources Ltd.,OGAA,SNK,699.493915713095
292266,000009034,9,GA,Gathering,270,Deactivated,100027523,2017-03-09T10:33:16.000Z,,,Aduro Resources Ltd.,OGAA,SNK,265.266376232964
292267,000009093,3,GA,Gathering,230,New,100027717,2016-12-21T12:53:28.000Z,,,Progress Energy Canada Ltd.,OGAA,ORTHO,227.519080309696
292268,000009093,4,GA,Gathering,570,New,100027717,2016-12-21T12:53:28.000Z,,,Progress Energy Canada Ltd.,OGAA,ORTHO,569.553426321754
292269,000009160,1,GA,Gathering,2750,Active,100027897,2000-10-20T00:00:00.000Z,,,Leucrotta Exploration Inc.,OGAA,GPSND,2813.61262750802
292270,000009171,4,IN,Injection,800,Active,100027941,2000-10-25T00:00:00.000Z,,,Primavera Resources Corp.,OGAA,CGWC,683.933460090183
292271,000009949,1,GA,Gathering,1000.96,Active,100030976,2001-07-30T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,999.679126769957
292272,000009949,2,GA,Gathering,86.02,Active,100030976,2001-07-30T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,86.1126643251317
292273,000009949,3,GA,Gathering,1459.48,Active,100030976,2001-07-30T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,522.291350572604
292274,000009949,4,GA,Gathering,354.32,Active,100030976,2001-07-30T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,1289.61133088571
292275,000010318,1,GA,Gathering,750,Active,100032303,2001-12-18T00:00:00.000Z,,9609162,Enerplus Corporation,OGAA,SNK,750.087724189206
292282,000011087,23,GA,Gathering,228.8,Deactivated,100034787,2016-11-19T12:30:28.000Z,,,Husky Oil Operations Limited,OGAA,CGWC,228.6940147186
292283,000011170,1,GA,Gathering,1192.64,Active,100035236,2002-12-12T00:00:00.000Z,,9611454,Enerplus Corporation,OGAA,SNK,1192.64136970257
292284,000011171,1,GA,Gathering,695,Active,100035237,2002-12-12T00:00:00.000Z,,9611494,Enerplus Corporation,OGAA,SNK,671.012329801209
292285,000011183,1,GA,Gathering,1564.63,Active,100035263,2002-12-13T00:00:00.000Z,,9611546,Enerplus Corporation,OGAA,SNK,1564.62719626752
292286,000011183,2,GA,Gathering,921.26,Active,100035263,2002-12-13T00:00:00.000Z,,9611546,Enerplus Corporation,OGAA,SNK,921.256796389128
292287,000011223,1,GA,Gathering,2617,Active,100035400,2002-12-19T00:00:00.000Z,,9611586,Canadian Natural Resources Limited,OGAA,ORTHO,2616.60726854063
292288,000011223,2,GA,Gathering,9933,Active,100035400,2017-05-31T14:28:31.000Z,,,Canadian Natural Resources Limited,OGAA,ORTHO,9932.59059004599
292289,000011476,3,FG,Fuel Gas,2020,Active,100036346,2003-02-06T00:00:00.000Z,,9612149,Progress Energy Canada Ltd.,OGAA,ORTHO,1927.03204460674
292290,000011647,1,IM,Intermediate,2535.7,Active,100037044,2003-03-19T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,2462.30923835259
292291,000011647,2,IM,Intermediate,379.3,Active,100037044,2003-03-19T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,379.450045500603
292292,000011647,3,IM,Intermediate,232,New,100037044,2017-12-12T13:34:19.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,248.408082721278
292293,000011647,4,IM,Intermediate,196,New,100037044,2017-12-12T13:34:19.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,195.905104778325
292294,000011905,1,FG,Fuel Gas,4680,Active,100037874,2003-08-14T00:00:00.000Z,,9612967,Progress Energy Canada Ltd.,OGAA,CGWC,4758.8480496232
292295,000011905,7,FG,Fuel Gas,2180,New,100037874,2017-11-08T07:39:48.000Z,,,Progress Energy Canada Ltd.,OGAA,CGWC,2126.56144573189
292296,000012082,1,GA,Gathering,1094.82,Active,100038350,2003-10-06T00:00:00.000Z,,9613950,Enerplus Corporation,OGAA,SNK,1094.82304285274
292297,000012171,1,GA,Gathering,2140,Active,100038592,2003-10-23T00:00:00.000Z,,9613566,Cenovus Energy Inc.,OGAA,CGWC,2144.37971278357
292298,000012174,1,GA,Gathering,380.89,Active,100038604,2003-10-24T00:00:00.000Z,,9614080,Enerplus Corporation,OGAA,SNK,380.890208482767
292299,000012191,1,GA,Gathering,1006.5,Active,100038648,2003-10-28T00:00:00.000Z,,9613872,Enerplus Corporation,OGAA,SNK,1006.50442346204
292300,000012213,1,GA,Gathering,602.6,Active,100038695,2003-10-31T00:00:00.000Z,,9614079,Enerplus Corporation,OGAA,SNK,602.604024178723
292301,000012240,1,GA,Gathering,299.59,Active,100038780,2003-11-05T00:00:00.000Z,,9614358,Enerplus Corporation,OGAA,SNK,299.593694738575
292302,000012649,1,GA,Gathering,820,Active,100040396,2003-12-29T00:00:00.000Z,,9614928,Cenovus Energy Inc.,OGAA,CGWC,821.096318921944
292303,000012739,2,GA,Gathering,380,Active,100040753,2004-01-13T00:00:00.000Z,,,Cenovus Energy Inc.,OGAA,SNK,419.862358570417
292304,000012765,1,GA,Gathering,74.85,Active,100040791,2004-01-14T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,74.8484036913255
292305,000013250,1,GA,Gathering,8389.33,Active,100042826,2004-06-17T00:00:00.000Z,,9616448,ARC Resources Ltd.,OGAA,CGWC,8389.32964315028
292306,000013421,1,GA,Gathering,4159,Active,100043385,2004-08-23T00:00:00.000Z,,9616804,Cenovus Energy Inc.,OGAA,CGWC,4155.70366902729
292307,000013421,2,GA,Gathering,1432,Active,100043385,2004-08-23T00:00:00.000Z,,9616804,Cenovus Energy Inc.,OGAA,CGWC,1429.42572281282
292308,000013421,3,GA,Gathering,2536,Active,100043385,2004-08-23T00:00:00.000Z,,9616804,Cenovus Energy Inc.,OGAA,CGWC,2540.00824764571
292309,000013758,1,GA,Gathering,444.04,Active,100044732,2004-11-25T00:00:00.000Z,,9618056,Enerplus Corporation,OGAA,SNK,444.036242265939
292310,000013796,1,GA,Gathering,19894,Active,100044825,2004-11-29T00:00:00.000Z,,9618254,Canadian Natural Resources Limited,OGAA,SNK,20026.6300835057
292311,000013798,1,GA,Gathering,2950,Active,100044826,2004-11-29T00:00:00.000Z,,9618223,Enerplus Corporation,OGAA,GPSND,2929.52812830971
292312,000013798,2,GA,Gathering,525,Active,100044826,2004-11-29T00:00:00.000Z,,9618223,Enerplus Corporation,OGAA,SNK,528.942308520908
292313,000013802,1,GA,Gathering,26400,Active,100044830,2004-11-29T00:00:00.000Z,,9618274,Canadian Natural Resources Limited,OGAA,SNK,26477.3826931112
292314,000013817,1,GA,Gathering,594,Active,100044915,2004-12-01T00:00:00.000Z,,9618224,Enerplus Corporation,OGAA,SNK,585.372531465449
292276,000010366,1,GA,Gathering,5172.02,Active,100032477,2002-01-03T00:00:00.000Z,,9609344,Enerplus Corporation,OGAA,SNK,5172.02415476544
292277,000010366,2,GA,Gathering,315.01,Active,100032477,2002-01-03T00:00:00.000Z,,9609344,Enerplus Corporation,OGAA,SNK,315.010324328813
292278,000010368,1,GA,Gathering,827.39,Active,100032496,2002-01-04T00:00:00.000Z,,9609422,Enerplus Corporation,OGAA,SNK,827.385799869922
292279,000010816,1,GA,Gathering,590,Active,100033963,2002-08-21T00:00:00.000Z,,9610096,Cenovus Energy Inc.,OGAA,CGWC,590.026831962146
292280,000010951,1,GA,Gathering,8600,Active,100034389,2002-10-24T00:00:00.000Z,,9610809,Canadian Natural Resources Limited,OGAA,ORTHO,8124.54545312606
292281,000011087,22,GA,Gathering,284,Deactivated,100034787,2016-11-19T12:30:28.000Z,,,Husky Oil Operations Limited,OGAA,CGWC,283.951096005662
291971,000000165,1,GA,Gathering,235.89,Active,100062399,2007-11-23T15:16:00.000Z,,9700391,Enerplus Corporation,OGAA,SNK,235.887965976597
291972,000000167,1,GA,Gathering,1644.26,Active,100062401,2007-11-23T15:45:32.000Z,,9700392,Enerplus Corporation,OGAA,SNK,1644.2617128074
291973,000001003,5,TR,Transmission,23928,Active,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,23889.6319889742
291974,000001003,10,TR,Transmission,27721.47,Active,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,27721.4710035712
291975,000001003,18,TR,Transmission,6241,Active,100000300,1957-09-15T00:00:00.000Z,,9709972,FortisBC Energy Inc.,OGAA,CGWC,6246.35414778337
291976,000001003,20,TR,Transmission,36348,Active,100000300,1957-09-15T00:00:00.000Z,,9709972,FortisBC Energy Inc.,OGAA,CGWC,35654.7213957348
291977,000001003,35,TR,Transmission,20923.33,Active,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,20923.329454534
291978,000001003,96,TR,Transmission,1345,Active,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1346.45064912569
291979,000001003,97,TR,Transmission,764,Active,100000300,1957-01-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,764.890858704316
291980,000001003,101,TR,Transmission,792,New,100000300,2017-06-19T14:20:17.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,792.827630994212
291981,000001003,102,TR,Transmission,136.83,Abandoned,100000300,2017-06-19T14:20:17.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,136.906523764648
291982,000001003,103,TR,Transmission,1345.92,New,100000300,2018-02-26T12:43:32.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1347.85159816449
291983,000001025,7,GA,Gathering,1266,Active,100000489,1958-08-01T00:00:00.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,1268.43997559787
291984,000001025,9,FL,Flow,358.14,New,100000489,2018-02-28T14:32:46.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,262.13542021738
291985,000001025,10,FL,Flow,569.47,New,100000489,2018-02-28T14:32:46.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,667.682941400218
291986,000001025,11,FL,Flow,358.14,Active,100000489,2018-02-28T14:32:46.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,262.13542021738
291987,000001034,1,TR,Transmission,661,Active,100000608,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,661.109752099486
291988,000001034,3,TR,Transmission,3789,Active,100000608,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,3788.2242328404
291989,000001034,4,TR,Transmission,271,Active,100000608,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,271.218599502069
291990,000001034,5,TR,Transmission,701,Active,100000608,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,700.635126751243
291991,000001034,6,TR,Transmission,430.77,Active,100000608,2017-12-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,430.44652729384
291992,000001034,7,TR,Transmission,457.01,New,100000608,2018-04-10T13:39:31.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,457.636888903731
291993,000001035,1,TR,Transmission,1521.6,Active,100000609,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1516.44158984706
291994,000001043,8,IM,Intermediate,125.83,Active,100000611,1979-12-24T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,125.752326458821
291995,000001045,1,IM,Intermediate,18503.5,Active,100000458,1958-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,20676.6691954194
291996,000001045,2,IM,Intermediate,90,Active,100000458,2017-04-21T15:41:29.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,99.3694098837263
291997,000001045,3,IM,Intermediate,16150,New,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,16086.8072106284
291998,000001045,4,IM,Intermediate,3661,New,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,3676.01386895439
291999,000001045,5,IM,Intermediate,242,New,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,240.089846161419
292000,000001047,1,TR,Transmission,24,Active,100000581,1959-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,24.9998017118032
292001,000001047,2,TR,Transmission,1555,Active,100000581,1959-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1554.73357905174
292002,000001047,3,TR,Transmission,23,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,21.4446450638426
292003,000001047,4,TR,Transmission,11,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,10.1299392284676
292004,000001047,5,TR,Transmission,7,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,6.60372598840988
292005,000001047,6,TR,Transmission,7,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,6.99486222186261
292006,000001047,7,TR,Transmission,1331,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1327.60673627533
292007,000001047,8,TR,Transmission,1,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1.29856971318447
292008,000001047,9,TR,Transmission,1647,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1646.58023270113
292009,000001047,10,TR,Transmission,2,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1.93084624452596
292010,000001047,11,TR,Transmission,7,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,6.89781457714479
292011,000001047,12,TR,Transmission,30,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,30.246967346992
292012,000001047,13,TR,Transmission,936,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,935.644033682083
292013,000001047,14,TR,Transmission,23,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,23.0818387519279
292014,000001047,15,TR,Transmission,924,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,923.090531105407
292015,000001047,16,TR,Transmission,24,Active,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,23.9047502006844
292016,000001047,17,TR,Transmission,35,Abandoned,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,36.0000233152509
292017,000001047,18,TR,Transmission,124,Abandoned,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,124.460386805762
292018,000001047,19,TR,Transmission,134,Abandoned,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,134.057827121274
292019,000001047,20,TR,Transmission,109,Abandoned,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,107.224262649505
292020,000001047,21,TR,Transmission,167,Abandoned,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,170.379928919019
292021,000001055,1,TR,Transmission,10,Active,100000768,1960-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,10.301098184818
292022,000001055,2,TR,Transmission,3562,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,3560.18365241378
292023,000001055,3,TR,Transmission,109,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,109.366580857903
292024,000001055,4,TR,Transmission,121,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,121.293808290288
292025,000001055,5,TR,Transmission,36,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,36.0521357645051
292026,000001055,6,TR,Transmission,520,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,520.549438473359
292027,000001055,7,TR,Transmission,31,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,30.7661475546037
292028,000001055,8,TR,Transmission,42,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,42.0990865251226
292029,000001055,9,TR,Transmission,6825,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,6829.90851405581
292030,000001055,10,TR,Transmission,8,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,7.55203503765707
292031,000001055,11,TR,Transmission,976,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,976.149045109289
292032,000001055,12,TR,Transmission,14,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,13.6845730930298
292033,000001055,13,TR,Transmission,27,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,27.2782610079895
292034,000001055,14,TR,Transmission,34,Active,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,33.4679090450838
292035,000001104,16,TR,Transmission,69040.9,Active,100000984,1961-06-16T00:00:00.000Z,,,Plateau Pipe Line Ltd.,OGAA,GPSD,68637.1255741742
292036,000001104,48,TR,Transmission,410,New,100000984,2016-11-22T10:13:11.000Z,,,Plateau Pipe Line Ltd.,OGAA,GPSD,408.06384603818
292037,000001133,1,TR,Transmission,30153,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,30157.5695466274
292038,000001133,2,TR,Transmission,761,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,761.168080016784
292039,000001133,3,TR,Transmission,2905,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,2905.825971795
292040,000001133,4,IM,Intermediate,9,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,8.79216754659252
292041,000001133,5,IM,Intermediate,2905,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,2904.9666376537
292042,000001133,6,IM,Intermediate,1,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,0.999925222204141
292043,000001133,7,IM,Intermediate,206,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,206.300805152754
292044,000001133,8,IM,Intermediate,4,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,4.25689758464537
292045,000001133,9,IM,Intermediate,1,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,0.999841452431334
292046,000001133,10,DI,Distribution,1213.8,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1214.04690204903
292047,000001133,11,DI,Distribution,1016.8,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1016.76513151109
292048,000001133,12,DI,Distribution,908.2,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,908.210587378701
292049,000001133,13,DI,Distribution,743,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,743.616041589602
292050,000001133,14,TR,Transmission,547,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,547.546219686824
292051,000001133,15,TR,Transmission,122,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,121.758914750403
292052,000001133,16,TR,Transmission,2124,Active,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,2124.7837446449
292053,000001133,17,TR,Transmission,1616,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1616.02462396405
292054,000001133,18,TR,Transmission,5159,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,5160.86810731913
292055,000001133,19,TR,Transmission,130,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,130.364891077879
292056,000001133,20,TR,Transmission,1073,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1073.04771789129
292057,000001133,21,TR,Transmission,6572,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,6574.67561403828
292058,000001133,22,TR,Transmission,290,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,290.138569849542
292059,000001133,23,TR,Transmission,697,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,696.675671489841
292060,000001133,24,TR,Transmission,3,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,2.97806408125209
292061,000001133,25,TR,Transmission,512,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,512.681876746129
292062,000001133,26,TR,Transmission,1351,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1351.17823474894
292063,000001133,27,TR,Transmission,351,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,350.801336409831
292064,000001133,28,TR,Transmission,2,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1.85876622521499
292065,000001133,29,TR,Transmission,105,Abandoned,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,104.849186054603
292066,000001133,30,TR,Transmission,241,Abandoned,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,241.348910005738
292068,000001133,32,TR,Transmission,125,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,124.498691434773
292069,000001133,33,TR,Transmission,6,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,5.70087744211363
292070,000001133,34,TR,Transmission,199,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,198.962240330277
292071,000001133,35,TR,Transmission,120,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,120.061633533757
292072,000001133,36,TR,Transmission,5,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,4.747594060153
292073,000001133,37,TR,Transmission,625,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,624.996832265904
292074,000001133,38,TR,Transmission,1122,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1121.94029379373
292075,000001133,39,TR,Transmission,22,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,21.6505188358138
292076,000001133,40,TR,Transmission,1,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1.04944652226711
292077,000001133,41,TR,Transmission,129,Abandoned,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,129.255879778481
292078,000001133,42,TR,Transmission,385,Abandoned,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,384.961771312631
292079,000001133,43,TR,Transmission,2,Active,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,2.3545468969634
